Economy ISO3,Economy Name,Indicator ID,Indicator,Attribute 1,Attribute 2,Attribute 3,Partner,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
AGO,Angola,YALE.EPI.OZD,Environmental Performance Index: Ozone exposure,-,-,-,-,23.34,24.93,24.86,24.8,24.4,29.26,30.62,33.23,30.84,25.82,22.15,19.5,22.11,25.36,27.92,28.84,29.67,31.58,32.26,33.4,35.02,35.07,35.17,36.18,36.8,36.8,36.8,36.8
AGO,Angola,YALE.EPI.PAR,Environmental Performance Index: Protected Areas Representativeness Index,-,-,-,-,24.71,24.71,24.71,24.71,24.71,24.71,24.84,24.98,25.11,25.25,25.38,26.06,26.74,27.42,28.1,28.78,28.78,29.62,29.62,29.73,29.73,29.79,29.9,30.01,30.12,30.22,30.22,30.22
AGO,Angola,YALE.EPI.PBD,Environmental Performance Index: Lead exposure,-,-,-,-,27.58,27.92,27.99,27.68,27.51,27.63,28.09,28.7,28.88,28.83,29.55,29.88,30.58,30.98,31.4,31.92,32.39,32.87,33.54,34.58,35.09,35.64,36.04,36.37,36.69,36.69,36.69,36.69
AGO,Angola,YALE.EPI.PCC,Environmental Performance Index: Climate Change Policy Objective,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7
AGO,Angola,YALE.EPI.PMD,Environmental Performance Index: PM2.5 exposure,-,-,-,-,43.39,43.14,42.21,40.71,39.48,38.79,38.72,39.03,39.01,38.27,38.45,37.98,37.56,36.75,35.95,34.92,33.65,31.91,30.4,29.4,28.2,27.51,26.61,25.35,23.97,23.97,23.97,23.97
AGO,Angola,YALE.EPI.REC,Environmental Performance Index: Recycling,-,-,-,-,12.97,13.13,13.3,13.46,13.63,13.79,14.14,14.49,14.83,15.18,15.53,15.97,16.41,16.84,17.28,17.72,17.85,17.99,18.12,18.26,18.39,18.51,18.63,18.75,18.87,18.99,18.99,18.99
AGO,Angola,YALE.EPI.RMS,Environmental Performance Index: Marine Trophic Index,-,-,-,-,17.57,17.57,17.57,17.57,17.57,17.57,17.57,17.57,17.57,17.57,17.57,17.57,17.57,17.57,17.57,17.57,17.57,17.57,17.57,17.57,17.57,17.57,17.57,17.57,17.57,17.57,17.57,17.57
AGO,Angola,YALE.EPI.SDA,Environmental Performance Index: Adjusted emissions growth rate for sulfer dioxide,-,-,-,-,67.5,67.5,67.5,67.5,67.5,57.12,44.9,40.76,29.99,26.93,31.95,27.28,23.96,23.22,8.94,0,0,0,0,0,0,0,5.83,26.29,39.04,39.04,39.04,39.04
AGO,Angola,YALE.EPI.SHI,Environmental Performance Index: Species Habitat Index,-,-,-,-,100,100,100,100,100,100,100,99.11,98.37,97.18,96.73,96.14,95.25,94.65,93.16,92.27,91.38,90.19,89.15,88.41,88.41,88.41,88.41,88.41,88.41,88.41,88.41,88.41
AGO,Angola,YALE.EPI.SNM,Environmental Performance Index: Sustainable Nitrogen Management Index,-,-,-,-,24.67,24.97,25.92,27.38,28.69,30.98,32.36,33.65,33.38,30.18,33.2,32.1,30.51,33.26,32.26,31.41,33.83,28.65,34.65,30.1,29.33,29.33,29.33,29.33,29.33,29.33,29.33,29.33
AGO,Angola,YALE.EPI.SOE,Environmental Performance Index: SO2 exposure,-,-,-,-,67.18,67.18,67.18,67.18,67.18,67.18,67.18,67.18,67.18,66.83,66.93,66.49,65.2,65.17,65.77,64.96,63.63,65.56,64.2,64.94,63.55,62.06,63.29,62.15,60.25,60.25,60.25,60.25
AGO,Angola,YALE.EPI.SPI,Environmental Performance Index: Species Protection Index,-,-,-,-,31.75,31.75,31.75,31.75,31.75,31.75,31.75,31.75,31.75,31.75,31.75,31.75,31.75,31.75,31.75,31.75,31.75,31.75,31.75,31.75,31.75,31.75,31.75,31.75,31.75,31.75,31.75,31.75
AGO,Angola,YALE.EPI.SPU,Environmental Performance Index: Sustainable Pesticide Use,-,-,-,-,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44,20.44
AGO,Angola,YALE.EPI.TBG,Environmental Performance Index: Terrestrial biome protection (global weights),-,-,-,-,36.58,36.58,36.58,36.58,36.58,36.58,36.58,36.58,36.58,36.58,36.58,36.58,36.58,36.58,36.58,36.58,36.58,36.58,36.58,36.58,36.58,36.58,36.58,36.58,36.58,36.58,36.58,36.58
AGO,Angola,YALE.EPI.TBN,Environmental Performance Index: Terrestrial biome protection (national weights),-,-,-,-,34.11,34.11,34.11,34.11,34.11,34.11,34.11,34.11,34.11,34.11,34.11,34.11,34.11,34.11,34.11,34.11,34.11,34.11,34.11,34.11,34.11,34.11,34.11,34.11,34.11,34.11,34.11,34.11
AGO,Angola,YALE.EPI.TCL,Environmental Performance Index: Tree cover loss,-,-,-,-,28.23,28.23,28.23,28.23,28.23,28.23,28.23,28.23,28.23,28.23,28.23,28.23,25.94,24.73,22.83,21.89,20.32,19.91,19.05,18.57,18.44,17.91,16.76,16.09,16.37,15.53,15.53,15.53
AGO,Angola,YALE.EPI.USD,Environmental Performance Index: Unsafe sanitation,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0.7,0.94,2.23,3.12,3.98,4.61,5.2,5.94,6.79,8.04,9.15,10.55,11.49,13.09,14.1,14.1,14.1,14.1
AGO,Angola,YALE.EPI.UWD,Environmental Performance Index: Unsafe drinking water,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,1.03,1.96,2.85,3.5,4.08,4.78,5.59,6.74,7.7,8.94,9.69,11.11,11.98,11.98,11.98,11.98
AGO,Angola,YALE.EPI.VOE,Environmental Performance Index: VOC exposure,-,-,-,-,9.63,9.63,9.63,9.63,9.63,9.63,9.63,9.63,9.63,9.22,6.27,9.31,6.84,5.13,7.32,2.18,4.58,3.64,3.9,4.34,2.62,5.63,7.39,7.56,8.29,8.29,8.29,8.29
AGO,Angola,YALE.EPI.WMG,Environmental Performance Index: Waste Management,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6
AGO,Angola,YALE.EPI.WRS,Environmental Performance Index: Water Resources,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
AGO,Angola,YALE.EPI.WTL,Environmental Performance Index: Wetland loss,-,-,-,-,41.69,41.69,41.69,37.1,32.38,33.54,35.52,36.89,41.22,68.85,81.25,81.25,81.25,100,100,100,57.21,57.21,57.21,57.21,57.21,100,100,100,100,100,100,100
AGO,Angola,YALE.EPI.WWT,Environmental Performance Index: Wastewater treatment,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALB,Albania,YALE.EPI.ACD,Environmental Performance Index: Acidification,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.2
ALB,Albania,YALE.EPI.AGR,Environmental Performance Index: Agriculture,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.9
ALB,Albania,YALE.EPI.AIR,Environmental Performance Index: Air Quality,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5
ALB,Albania,YALE.EPI.BCA,Environmental Performance Index: Adjusted emissions growth rate for black carbon,-,-,-,-,100,100,100,100,100,44.92,0,0,0,0,0,0,13.23,59.63,56.87,62.46,66.89,86.68,94.76,100,100,100,100,100,100,100,100,100
ALB,Albania,YALE.EPI.BDH,Environmental Performance Index: Biodiversity & Habitat,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.9
ALB,Albania,YALE.EPI.BHV,Environmental Performance Index: Biodiversity Habitat Index,-,-,-,-,34.82,34.82,34.82,34.82,34.82,34.82,34.82,34.82,34.82,34.82,34.82,34.82,34.82,34.82,34.82,34.82,34.82,34.82,34.82,34.82,34.82,34.82,34.82,34.82,34.82,34.82,34.82,34.82
ALB,Albania,YALE.EPI.CCH,Environmental Performance Index: Climate Change,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5
ALB,Albania,YALE.EPI.CDA,Environmental Performance Index: Adjusted emissions growth rate for carbon dioxide,-,-,-,-,100,100,100,100,100,70.71,31.24,9.01,0,0,0,0,4.94,25.78,30.82,36.53,37.9,38.67,33.96,26.67,28.54,35.09,37.15,40.26,42.27,42.27,42.27,42.27
ALB,Albania,YALE.EPI.CHA,Environmental Performance Index: Adjusted emissions growth rate for methane,-,-,-,-,59.23,59.23,59.23,59.23,59.23,58.7,54.56,69.51,82.85,75.64,67.09,61.38,64.21,76.2,87.49,91.05,94.65,90.53,81.57,69.18,57.34,49.73,45.58,44.84,50.07,50.07,50.07,50.07
ALB,Albania,YALE.EPI.COE,Environmental Performance Index: CO exposure,-,-,-,-,43.13,43.13,43.13,43.13,43.13,43.13,43.13,43.13,43.13,48.35,47.16,48.83,42.19,52.12,54.42,54.65,50.62,47.63,56.38,57.86,54.6,58.97,56.87,60.25,61.48,61.48,61.48,61.48
ALB,Albania,YALE.EPI.ECO,Environmental Performance Index: Ecosystem Vitality,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5
ALB,Albania,YALE.EPI.ECS,Environmental Performance Index: Ecosystem Services,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.2
ALB,Albania,YALE.EPI.EPI,Environmental Performance Index,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.1
ALB,Albania,YALE.EPI.FGA,Environmental Performance Index: Adjusted emissions growth rate for F-gases,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,17.03,30.43,41.1,48.11,51.46,54.74,56.97,58.44,59.4,59.4,59.4,59.4
ALB,Albania,YALE.EPI.FSH,Environmental Performance Index: Fisheries,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3
ALB,Albania,YALE.EPI.FTD,Environmental Performance Index: Fish caught by trawling,-,-,-,-,1.39,1.35,1.46,1.23,1.23,1.17,1.45,1.28,1.28,1.25,1.2,1.2,1.17,1.17,1.23,1.18,1.17,1.17,1.17,1.67,1.12,1.48,1.59,0.82,0.82,0.82,0.82,0.82
ALB,Albania,YALE.EPI.GHN,Environmental Performance Index: Projected GHG Emissions in 2050,-,-,-,-,100,100,100,100,100,64.02,55.59,52.98,50.64,49.33,48.18,48.78,51.14,53.76,55.69,56.9,56.55,56.79,54.74,51.74,52.31,52.82,51.85,53.1,53.9,53.9,53.9,53.9
ALB,Albania,YALE.EPI.GHP,Environmental Performance Index: Greenhouse gas emissions per capita,-,-,-,-,72.82,74.47,78.06,77.17,71.27,70.52,69.67,67.01,65.02,65.65,65.16,66.51,66.99,65.87,66.19,65.1,62.97,63.87,62.9,60.18,63.42,63.37,60.55,62.36,61.5,61.5,61.5,61.5
ALB,Albania,YALE.EPI.GIB,Environmental Performance Index: Greenhouse gas intensity growth rate,-,-,-,-,100,100,100,100,100,100,87.68,77.21,66.32,56.33,52.04,59.83,68.56,79.3,84.11,86.8,86.15,81.35,69.85,54.8,46.88,44.06,40.64,44.6,49.61,49.61,49.61,49.61
ALB,Albania,YALE.EPI.GRL,Environmental Performance Index: Grassland loss,-,-,-,-,87.86,87.86,87.86,87.86,100,55.13,52.4,52.4,50.9,48.9,56.96,59.56,55.42,41.2,40.33,40.33,40.62,41.47,59.22,100,63.97,34.41,32.18,27.53,25.87,24.21,24.21,24.21
ALB,Albania,YALE.EPI.H2O,Environmental Performance Index: Sanitation & Drinking Water,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.1
ALB,Albania,YALE.EPI.HAD,Environmental Performance Index: Household solid fuels,-,-,-,-,16.62,16.94,17.7,18.51,19.05,19.87,21.07,21.61,21.97,22.79,23.77,25.15,26.61,27.6,28.81,29.78,30.37,31,31.54,31.99,32.45,33.01,33.54,34.03,34.49,34.49,34.49,34.49
ALB,Albania,YALE.EPI.HLT,Environmental Performance Index: Environmental Health,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
ALB,Albania,YALE.EPI.HMT,Environmental Performance Index: Heavy Metals,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5
ALB,Albania,YALE.EPI.LCB,Environmental Performance Index: Growth rate in carbon dioxide emissions from land cover,-,-,-,-,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,61.99,49.11,35.38,47.6,46.66,96.29,100,87.28,87.28,87.28,87.28,87.28,87.28
ALB,Albania,YALE.EPI.MPA,Environmental Performance Index: Marine protected areas,-,-,-,-,0,0,0,0,0,0,0,0,0,4.49,4.49,4.49,4.68,4.68,4.68,4.68,14.68,14.68,14.68,14.68,14.68,14.68,14.68,14.68,14.68,14.68,14.68,14.68
ALB,Albania,YALE.EPI.MSW,Environmental Performance Index: Controlled solid waste,-,-,-,-,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
ALB,Albania,YALE.EPI.NDA,Environmental Performance Index: Adjusted emissions growth rate for nitrous oxide,-,-,-,-,77.24,77.24,77.24,77.24,77.24,64.85,69.9,72.73,73.04,62.71,51.21,52.01,61.12,72.33,88.69,100,100,100,100,94.64,79.44,69.41,63.95,70.44,76.87,76.87,76.87,76.87
ALB,Albania,YALE.EPI.NOE,Environmental Performance Index: NOx exposure,-,-,-,-,21.13,21.13,21.13,21.13,21.13,21.13,21.13,21.13,21.13,23.66,24.55,23.75,23.1,25.83,26.46,28.36,25.06,25.41,27.32,27.98,26.45,28.41,28.64,28.69,29.5,29.5,29.5,29.5
ALB,Albania,YALE.EPI.NXA,Environmental Performance Index: Adjusted emissions growth rate for nitrous oxides,-,-,-,-,75.76,75.76,75.76,75.76,75.76,32.05,0,0,0,0,0,0,33.5,65.94,74.87,90.27,99.78,100,100,92.26,83.37,79.8,80.15,78.74,80.37,80.37,80.37,80.37
ALB,Albania,YALE.EPI.OCP,Environmental Performance Index: Ocean Plastics,-,-,-,-,28.26,28.19,28.12,28.05,27.98,27.91,27.87,27.84,27.81,27.77,27.74,27.79,27.85,27.91,27.96,28.02,27.83,27.63,27.44,27.25,27.05,28.05,29.06,30.06,31.07,32.07,32.07,32.07
ALB,Albania,YALE.EPI.OZD,Environmental Performance Index: Ozone exposure,-,-,-,-,29.89,31.86,32.17,34.95,38.11,41.92,43.17,40.31,38.05,37.76,39.68,42.43,43.58,45.2,47.29,51.02,51.93,51.89,51.94,52.38,55.89,57.9,60.2,61.53,63.74,63.74,63.74,63.74
ALB,Albania,YALE.EPI.PAR,Environmental Performance Index: Protected Areas Representativeness Index,-,-,-,-,20.66,20.66,20.66,20.66,20.66,20.66,21.79,22.92,24.05,25.19,26.32,27.95,29.59,31.22,32.85,34.49,34.49,35.64,35.64,38.26,38.26,38.6,39.21,39.81,40.41,41.01,41.01,41.01
ALB,Albania,YALE.EPI.PBD,Environmental Performance Index: Lead exposure,-,-,-,-,41.34,40.66,40.39,40.35,40.42,40.45,41.22,40.47,39.19,39.04,39.65,41.11,42.39,42.41,43.01,43.41,43.44,43.76,43.97,43.89,43.83,44.2,44.6,45.02,45.46,45.46,45.46,45.46
ALB,Albania,YALE.EPI.PCC,Environmental Performance Index: Climate Change Policy Objective,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5
ALB,Albania,YALE.EPI.PMD,Environmental Performance Index: PM2.5 exposure,-,-,-,-,31.2,31.13,31.25,30.93,29.95,29.97,31.54,31.05,29.91,29.96,30.58,32,33.16,32.65,33.05,33.55,33.62,34.19,34.66,34.85,35.03,35.51,35.93,36.34,36.66,36.66,36.66,36.66
ALB,Albania,YALE.EPI.REC,Environmental Performance Index: Recycling,-,-,-,-,14.95,15.23,15.52,15.8,16.09,16.37,16.67,16.97,17.26,17.56,17.86,18.1,18.35,18.59,18.84,19.08,19.24,19.41,19.57,19.74,19.9,20.02,20.13,20.25,20.36,20.48,20.48,20.48
ALB,Albania,YALE.EPI.RMS,Environmental Performance Index: Marine Trophic Index,-,-,-,-,30.18,30.18,30.18,30.18,30.18,30.18,30.18,30.18,30.18,30.18,30.18,30.18,30.18,30.18,30.18,30.18,30.18,30.18,30.18,30.18,30.18,30.18,30.18,30.18,30.18,30.18,30.18,30.18
ALB,Albania,YALE.EPI.SDA,Environmental Performance Index: Adjusted emissions growth rate for sulfer dioxide,-,-,-,-,100,100,100,100,100,100,61,34.04,16.69,8.08,8.27,21.21,59.84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
ALB,Albania,YALE.EPI.SHI,Environmental Performance Index: Species Habitat Index,-,-,-,-,100,100,100,100,100,100,100,99.26,97.62,94.35,93.76,91.53,91.08,84.99,83.36,83.06,83.06,82.62,82.32,82.17,82.17,82.17,82.17,82.17,82.17,82.17,82.17,82.17
ALB,Albania,YALE.EPI.SNM,Environmental Performance Index: Sustainable Nitrogen Management Index,-,-,-,-,32.74,32.88,35.06,32.05,32.01,33.98,32.47,28.27,26.63,28.1,28.66,29.89,30.11,34.66,35.64,38.78,39.06,38.86,40.55,40.46,37.58,37.58,37.58,37.58,37.58,37.58,37.58,37.58
ALB,Albania,YALE.EPI.SOE,Environmental Performance Index: SO2 exposure,-,-,-,-,24.18,24.18,24.18,24.18,24.18,24.18,24.18,24.18,24.18,26.27,26.16,27.54,29.5,31.15,33.57,36.73,35.12,36.86,38.45,40.33,39.86,41.95,41.82,41.66,43.26,43.26,43.26,43.26
ALB,Albania,YALE.EPI.SPI,Environmental Performance Index: Species Protection Index,-,-,-,-,4.67,14.11,14.61,14.61,18.55,18.55,18.55,18.71,18.71,22.3,32.68,35.97,41.41,46.63,46.86,48.32,56.21,58.34,60.4,60.4,60.41,60.41,60.41,63.64,63.64,63.64,63.64,63.64
ALB,Albania,YALE.EPI.SPU,Environmental Performance Index: Sustainable Pesticide Use,-,-,-,-,20.22,20.22,20.22,20.22,20.22,20.22,20.22,20.22,20.22,20.22,20.22,20.22,20.22,20.22,20.22,20.22,20.22,20.22,20.22,20.22,20.22,20.22,20.22,20.22,20.22,20.22,20.22,20.22
ALB,Albania,YALE.EPI.TBG,Environmental Performance Index: Terrestrial biome protection (global weights),-,-,-,-,5.45,7.51,15.63,16.42,16.42,27.8,27.8,27.8,27.9,29.3,33.6,44.18,55.82,64.16,79.08,79.08,80.8,82.57,88.28,90.64,90.64,90.64,90.64,90.64,100,100,100,100
ALB,Albania,YALE.EPI.TBN,Environmental Performance Index: Terrestrial biome protection (national weights),-,-,-,-,5.83,7.76,20.18,20.92,20.92,31.56,31.56,31.56,31.65,32.97,36.98,46.88,57.77,65.57,79.52,79.52,81.14,83.7,89.04,91.25,91.25,91.25,91.25,91.25,100,100,100,100
ALB,Albania,YALE.EPI.TCL,Environmental Performance Index: Tree cover loss,-,-,-,-,24.64,24.64,24.64,24.64,24.64,24.64,24.64,24.64,24.64,24.64,24.64,24.64,19.41,15.66,16.96,16.99,16.81,16.61,18.81,19,19.31,19.48,23.57,24.28,24.2,22.91,22.91,22.91
ALB,Albania,YALE.EPI.USD,Environmental Performance Index: Unsafe sanitation,-,-,-,-,44.34,45.36,46.23,47.16,48.24,48.93,49.8,50.89,51.8,52.75,53.43,54.02,54.44,54.63,54.99,55.28,55.58,55.92,56.29,56.77,57.36,57.86,58.33,58.96,59.62,59.62,59.62,59.62
ALB,Albania,YALE.EPI.UWD,Environmental Performance Index: Unsafe drinking water,-,-,-,-,42.19,43.11,43.85,44.56,45.18,45.57,45.95,46.4,46.77,47.12,47.45,47.91,48.3,48.6,48.9,49.17,49.19,49.22,49.22,49.39,49.57,49.68,49.79,50.04,50.34,50.34,50.34,50.34
ALB,Albania,YALE.EPI.VOE,Environmental Performance Index: VOC exposure,-,-,-,-,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,47.1,50.88,45.39,49.18,47.89,49.97,50.51,46.65,43.53,41.01,49.46,54.43,46.08,49.78,44.21,47.17,46.95,46.95,46.95,46.95
ALB,Albania,YALE.EPI.WMG,Environmental Performance Index: Waste Management,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4
ALB,Albania,YALE.EPI.WRS,Environmental Performance Index: Water Resources,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9
ALB,Albania,YALE.EPI.WTL,Environmental Performance Index: Wetland loss,-,-,-,-,100,100,100,100,47.97,35.51,35.51,35.51,28.69,27.32,30.99,27.33,27.33,30.98,34.11,34.11,43.67,43.67,43.77,47.77,47.77,47.77,34.04,32.85,31.78,31.78,31.78,31.78
ALB,Albania,YALE.EPI.WWT,Environmental Performance Index: Wastewater treatment,-,-,-,-,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85
AND,Andorra,YALE.EPI.BHV,Environmental Performance Index: Biodiversity Habitat Index,-,-,-,-,56.31,56.31,56.31,56.31,56.31,56.31,56.31,56.31,56.31,56.31,56.31,56.31,56.31,56.31,56.31,56.31,56.31,56.31,56.31,56.31,56.31,56.31,56.31,56.31,56.31,56.31,56.31,56.31
AND,Andorra,YALE.EPI.COE,Environmental Performance Index: CO exposure,-,-,-,-,42.52,42.52,42.52,42.52,42.52,42.52,42.52,42.52,42.52,46.26,47.01,47.62,48.4,50.85,53.05,53.17,53.76,53.14,55.04,56.19,55.07,56.18,56.02,57.65,58.54,58.54,58.54,58.54
AND,Andorra,YALE.EPI.GHP,Environmental Performance Index: Greenhouse gas emissions per capita,-,-,-,-,28.36,26.99,26.46,25.83,25.08,24.96,25.63,26.43,27.49,27.5,27.83,29.94,30.62,31.07,32.52,32.27,33.44,33.23,33.35,33.69,33.23,32.82,32.9,33.54,34.55,34.55,34.55,34.55
AND,Andorra,YALE.EPI.GRL,Environmental Performance Index: Grassland loss,-,-,-,-,100,100,100,100,100,100,100,100,61.73,61.73,61.73,61.73,50.53,54.69,50.53,50.53,33.26,34.64,34.64,35.4,35.4,100,100,100,100,100,100,100
AND,Andorra,YALE.EPI.HAD,Environmental Performance Index: Household solid fuels,-,-,-,-,89.81,90.76,91.77,92.69,93.62,94.46,95.34,96.27,97.14,97.89,98.64,99.35,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
AND,Andorra,YALE.EPI.MSW,Environmental Performance Index: Controlled solid waste,-,-,-,-,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05
AND,Andorra,YALE.EPI.NOE,Environmental Performance Index: NOx exposure,-,-,-,-,18.89,18.89,18.89,18.89,18.89,18.89,18.89,18.89,18.89,20.01,20.3,20.04,20.55,20.46,21.17,21.99,21.51,22.27,22.81,22.53,22.21,23.03,23.46,23.66,23.85,23.85,23.85,23.85
AND,Andorra,YALE.EPI.OZD,Environmental Performance Index: Ozone exposure,-,-,-,-,33.77,34.49,36.06,37.25,36.63,36.09,36.62,35.41,36.05,35.4,35.36,35.18,36.64,37.53,37.19,36.81,36.87,36.93,36.76,37.33,38.32,40.13,41.36,39.87,40.35,40.35,40.35,40.35
AND,Andorra,YALE.EPI.PAR,Environmental Performance Index: Protected Areas Representativeness Index,-,-,-,-,79.27,79.27,79.27,79.27,79.27,79.27,80.8,82.33,83.85,85.38,86.91,89.37,91.83,94.29,96.76,99.22,99.22,100,100,100,100,100,100,100,100,100,100,100
AND,Andorra,YALE.EPI.PBD,Environmental Performance Index: Lead exposure,-,-,-,-,81.01,81.34,81.76,82.16,82.51,82.76,83.07,83.44,83.87,84.25,84.9,85.52,86.33,86.99,87.46,87.95,88.41,88.95,89.38,89.89,90.45,91.15,91.88,92.58,93.3,93.3,93.3,93.3
AND,Andorra,YALE.EPI.PMD,Environmental Performance Index: PM2.5 exposure,-,-,-,-,61.56,61.95,62.25,62.28,62.5,62.75,63.61,65.01,66.45,67.66,68.88,69.84,70.83,71.88,72.58,73.45,74.24,75.01,75.75,76.8,78.25,81.18,83.96,84.33,84.49,84.49,84.49,84.49
AND,Andorra,YALE.EPI.REC,Environmental Performance Index: Recycling,-,-,-,-,13.49,13.61,13.74,13.86,13.99,14.11,14.22,14.32,14.43,14.53,14.64,14.69,14.74,14.8,14.85,14.9,14.95,15,15.06,15.11,15.16,15.15,15.14,15.14,15.13,15.12,15.12,15.12
AND,Andorra,YALE.EPI.SOE,Environmental Performance Index: SO2 exposure,-,-,-,-,40.08,40.08,40.08,40.08,40.08,40.08,40.08,40.08,40.08,41.83,42.98,43.91,46.63,48.12,50.12,53.35,53.78,55.1,57.13,57.6,58.84,60.34,61.79,64.31,65.3,65.3,65.3,65.3
AND,Andorra,YALE.EPI.SPU,Environmental Performance Index: Sustainable Pesticide Use,-,-,-,-,71.33,71.33,71.33,71.33,71.33,71.33,71.33,71.33,71.33,71.33,71.33,71.33,71.33,71.33,71.33,71.33,71.33,71.33,71.33,71.33,71.33,71.33,71.33,71.33,71.33,71.33,71.33,71.33
AND,Andorra,YALE.EPI.TBG,Environmental Performance Index: Terrestrial biome protection (global weights),-,-,-,-,31.63,31.63,31.63,31.63,31.63,31.63,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
AND,Andorra,YALE.EPI.TBN,Environmental Performance Index: Terrestrial biome protection (national weights),-,-,-,-,31.63,31.63,31.63,31.63,31.63,31.63,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
AND,Andorra,YALE.EPI.TCL,Environmental Performance Index: Tree cover loss,-,-,-,-,41.12,41.12,41.12,41.12,41.12,41.12,41.12,41.12,41.12,41.12,41.12,41.12,40.82,39.44,46.66,47.2,51.26,47.2,48.38,49.72,49.03,49.03,52.13,44.74,42.07,35.8,35.8,35.8
AND,Andorra,YALE.EPI.USD,Environmental Performance Index: Unsafe sanitation,-,-,-,-,98.03,98.5,99.08,99.67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
AND,Andorra,YALE.EPI.UWD,Environmental Performance Index: Unsafe drinking water,-,-,-,-,99.12,99.79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
AND,Andorra,YALE.EPI.VOE,Environmental Performance Index: VOC exposure,-,-,-,-,42.71,42.71,42.71,42.71,42.71,42.71,42.71,42.71,42.71,43.2,50.25,43.2,50.65,49.05,43.75,47.52,43.51,43.86,47.58,49.38,46.08,44.09,41.94,43.89,44.06,44.06,44.06,44.06
AND,Andorra,YALE.EPI.WWT,Environmental Performance Index: Wastewater treatment,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
ARE,United Arab Emirates,YALE.EPI.ACD,Environmental Performance Index: Acidification,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.2
ARE,United Arab Emirates,YALE.EPI.AGR,Environmental Performance Index: Agriculture,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4
ARE,United Arab Emirates,YALE.EPI.AIR,Environmental Performance Index: Air Quality,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.7
